what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1500311676448
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1500311676448
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1500311676450
started,bundle,org.eclipse.php.core,2.2.1.v20101001-2300,"org.eclipse.php.core",1500311676452
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.php.debug.ui",1500311676452
started,bundle,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui",1500311676452
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1500311676455
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1500311676458
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1500311676463
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1500311676463
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1500311676466
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1500311676492
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1500311676495
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1500311676498
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1500311676500
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1500311676502
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1500311676504
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1500311676507
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1500311676509
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1500311676512
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1500311676514
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1500311676517
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1500311676519
started,bundle,org.eclipse.wst.css.core,1.1.402.v201102031915,"org.eclipse.wst.css.core",1500311676522
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1500311676528
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1500311676530
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1500311676533
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1500311676536
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1500311676542
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1500311676545
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1500311676546
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1500311676553
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1500311676562
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1500311676564
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.304.v201012160349,"org.eclipse.wst.jsdt.web.ui",1500311676567
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1500311676569
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1500311676571
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1500311676574
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1500311676577
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1500311676581
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1500311676584
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1500311676587
os,sysinfo,,,"win32",1500311676607
arch,sysinfo,,,"x86_64",1500311676607
ws,sysinfo,,,"win32",1500311676607
locale,sysinfo,,,"en_CA",1500311676607
processors,sysinfo,,,"4",1500311676607
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1500311676607
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1500311676607
java.specification.name,sysinfo,,,"Java Platform API Specification",1500311676607
java.specification.vendor,sysinfo,,,"Oracle Corporation",1500311676607
java.specification.version,sysinfo,,,"1.8",1500311676608
java.vendor,sysinfo,,,"Oracle Corporation",1500311676608
java.version,sysinfo,,,"1.8.0_131",1500311676608
java.vm.info,sysinfo,,,"mixed mode",1500311676608
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1500311676608
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1500311676608
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1500311676608
java.vm.specification.version,sysinfo,,,"1.8",1500311676608
java.vm.vendor,sysinfo,,,"Oracle Corporation",1500311676608
java.vm.version,sysinfo,,,"25.131-b11",1500311676608
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1500311676772
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1500311676812
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1500311676837
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1500311676876
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1500311676888
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1500311677145
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1500311677153
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20101001-2300,"org.eclipse.php.debug.daemon",1500311677166
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1500311677171
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1500311677274
started,bundle,org.eclipse.php.server.core,2.2.0.v20101001-2300,"org.eclipse.php.server.core",1500311677276
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1500311677298
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1500311677302
started,bundle,org.eclipse.php.debug.core,2.2.0.v20101001-2300,"org.eclipse.php.debug.core",1500311677479
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1500311677600
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1500311677615
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1500311677635
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1500311677703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311683706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311688598
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500311695094
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500311695377
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1500311770194
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1500311770263
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1500311770386
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1500311770424
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1500311770443
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1500311770564
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1500311770573
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1500311770595
started,bundle,org.eclipse.php.server.ui,2.2.0.v20101001-2300,"org.eclipse.php.server.ui",1500311770618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311774562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311791784
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500311792273
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500311792361
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1500311792363
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500311818195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311837068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311894636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311894687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311902959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311929565
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500311982831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500312053107
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312056500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312065859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500312083663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312086169
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312090036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312096128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312242443
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500312325296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312331754
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312418092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500312439293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312443838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312471944
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500312484077
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500312512378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312637670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312898187
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1500312898288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312903398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312958600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312962174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500312965924
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500312965979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500312976148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500312977815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500312982927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500312986666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313071942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313073189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313077032
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313081404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313110117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313161944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313165984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313193518
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313207462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313223586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313505908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313513876
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313514071
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313514159
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1500313514160
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313542064
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313564010
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313577204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313609736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313611029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313611287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313611510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313612038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313613328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313616128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313618665
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1500313622608
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1500313626933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1500313640918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313666405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313686683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313725902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313728493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313729599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313734502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313739470
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313780888
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313796663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313820489
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313822274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1500313828190
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500313830450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1500313834613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1500313846830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1500313851310
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313873095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313876375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313904933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313937638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313938841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500313966298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500313998268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500314000599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1500314039334
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500314055942
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500314065845
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500314085519
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500314188872
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1500314241716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1500314345510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1500314349277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1500314366336
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1500314403563
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1500314403636
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1500314405422
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1500314405442
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1500314408083
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1500314408666
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1500314411925
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1500314416984
